,职位,公司,城市,薪资,经验,学历
1925,java高级开发工程师,成都普朗克科技有限公司,成都,16000,5-10年,本科
1926,java开发工程师,京北方信息技术股份有限公司,北京,16000,3-5年,本科
1927,java高级开发工程师,上海森浦信息服务有限公司,宁波,12000,1-3年,本科
1928,java工程师,北京智煜健康科技有限公司,南京,20000,3-5年,本科
1929,java开发工程师,金蝶软件（中国）有限公司,郑州,8000,3-5年,本科
1930,java开发工程师,泰豪软件股份有限公司,北京,18000,5-10年,本科
1931,java开发工程师,杭州乌鸫科技有限公司,杭州,15000,3-5年,本科
1932,高级java开发工程师,上海企望软件科技有限公司,济南,20000,1-3年,硕士
1933,JAVA工程师,上海博斯腾网络科技有限公司,上海,12000,1-3年,本科
1934,java开发工程师,北京容联易通信息技术有限公司,佛山,15000,3-5年,本科
1935,java开发工程师,融捷教育科技有限公司,北京,15000,1-3年,本科
1936,高级java开发工程师,广东致创数字科技有限公司,佛山,15000,3-5年,本科
1937,高级java开发工程师,贝壳找房（北京）科技有限公司,北京,20000,1-3年,本科
1938,Java开发工程师,北京普睿德利科技有限公司,贵阳,10000,1-3年,本科
1939,java开发工程师,精智数云（广东）科技有限公司,佛山,8000,3-5年,大专
1940,java开发工程师,杭州邦睿科技有限公司,杭州,11000,1-3年,本科
1941,JAVA工程师,中科软科技股份有限公司,北京,13000,3-5年,本科
1942,java开发工程师,广州市幸福网络技术有限公司,广州,15000,5-10年,本科
1943,java开发工程师,上海亘岩网络科技有限公司,上海,20000,3-5年,本科
1944,java开发工程师,深圳市前海一方科技研发集团有限公司,成都,11000,3-5年,本科
1945,java开发工程师,深圳微众信用科技股份有限公司,深圳,15000,5-10年,本科
1946,高级java开发工程师,希望知舟技术（深圳）有限公司,深圳,11000,3-5年,本科
1947,java开发工程师,合肥网达软件有限公司,合肥,10000,3-5年,本科
1948,java工程师,杭州谐云科技有限公司,杭州,13000,3-5年,本科
1949,Java高级开发工程师,武汉屈臣氏个人用品商店有限公司广州分公司,广州,10000,5-10年,本科
1950,java开发工程师,北京中科智加科技有限公司,成都,9000,3-5年,本科
1951,java开发工程师,合肥网达软件有限公司,合肥,10000,3-5年,本科
1952,Java开发工程师,金蝶软件（中国）有限公司,深圳,16000,5-10年,本科
1953,java开发工程师,安徽屹通信息科技发展有限公司,北京,13000,3-5年,本科
1954,高级java开发工程师,上海喜鹊到网络技术有限公司,上海,17000,5-10年,本科
1955,高级java开发工程师,上扬软件（上海）有限公司,武汉,15000,5-10年,本科
1956,java工程师,京北方信息技术股份有限公司,北京,16000,3-5年,本科
1957,java高级开发工程师,成都卡社诺网络技术有限责任公司,重庆,20000,3-5年,本科
1958,java开发工程师,深圳市鹏鼎创盈金融信息服务股份有限公司,深圳,15000,3-5年,本科
1959,java开发工程师,杭州邦睿科技有限公司,杭州,11000,1-3年,本科
1960,java开发工程师,隆平高科信息技术（北京）有限公司,北京,15000,1-3年,本科
1961,java开发工程师,杭州邦睿科技有限公司,杭州,10000,1-3年,本科
1962,JAVA开发工程师,上海创景信息科技有限公司,上海,12000,1-3年,本科
1963,java开发工程师,杭州雅拓信息技术有限公司郑州分公司,郑州,8000,3-5年,本科
1964,java工程师,京北方信息技术股份有限公司,北京,16000,3-5年,本科
1965,java开发工程师,深圳市汇合发展有限公司,杭州,15000,3-5年,本科
1966,java开发工程师,杭州乌鸫科技有限公司,杭州,15000,1-3年,本科
1967,Java开发工程师,苏州卓曜智能科技有限公司,苏州,10000,5-10年,本科
1968,JAVA工程师,科睿特软件集团股份有限公司,南昌,8000,3-5年,大专
1969,java开发工程师,南京叶子科技有限公司,东莞,13000,5-10年,本科
1970,java开发工程师,上海东方龙新媒体有限公司,上海,11000,3-5年,本科
1971,java开发工程师,成都管家婆云科技有限公司,成都,10000,3-5年,本科
1972,高级java开发工程师,中电金信软件有限公司,上海,18000,5-10年,大专
1973,java开发工程师,北京普睿德利科技有限公司,青岛,7000,1-3年,本科
1974,java开发工程师,深圳市汇合发展有限公司,深圳,14000,3-5年,本科
1975,java高级开发工程师,上海睿沃信息科技有限公司,深圳,20000,5-10年,本科
1976,java开发工程师,杭州博彦信息技术有限公司,广州,15000,3-5年,本科
1977,高级java开发工程师,广州微易软件有限公司,广州,18000,5-10年,本科
1978,java高级开发工程师,杰为软件系统（深圳）有限公司,佛山,14000,5-10年,本科
1979,java开发工程师,久远谦长（北京）技术服务有限公司,北京,15000,不限,本科
1980,java开发工程师,上海图源素数字科技有限公司,杭州,10000,不限,本科
1981,Java开发工程师,广州趣米网络科技有限公司,广州,8000,1-3年,本科
1982,java开发工程师,深圳市汇合发展有限公司,杭州,15000,3-5年,本科
1983,高级java开发工程师,上海森浦信息服务有限公司,上海,15000,3-5年,本科
1984,java开发工程师,北京润通丰华科技有限公司,北京,13000,1-3年,本科
1985,高级java开发工程师,上海景栗信息科技有限公司,上海,18000,3-5年,本科
1986,java开发工程师,京北方信息技术股份有限公司,成都,14000,3-5年,本科
1987,java开发工程师,京北方信息技术股份有限公司,成都,12000,5-10年,本科
1988,java高级开发工程师,上海咪啰信息科技有限公司,上海,15000,3-5年,本科
1989,高级java开发工程师,杭州玖欣物联科技有限公司,杭州,15000,5-10年,本科
1990,java开发工程师,上海速石信息科技有限公司,上海,20000,3-5年,本科
1991,java开发工程师,天津职引科技有限公司,天津,7000,3-5年,本科
1992,java开发工程师,中科软科技股份有限公司,上海,10000,1-3年,本科
1993,高级java开发工程师,友邦资讯科技（广州）有限公司,成都,15000,5-10年,本科
1994,java开发工程师,京北方信息技术股份有限公司,北京,12000,不限,大专
1995,java开发工程师,上海速石信息科技有限公司,上海,20000,3-5年,本科
1996,高级java开发工程师,上海瑞妮丝医疗美容门诊部有限公司,上海,15000,3-5年,本科
1997,高级java开发工程师,友邦资讯科技（广州）有限公司,成都,15000,5-10年,本科
1998,高级java开发工程师,成都仰格科技有限责任公司,成都,20000,不限,本科
1999,java开发工程师,卓望数码技术（深圳）有限公司广州分公司,北京,15000,3-5年,本科
2000,java开发工程师,京北方信息技术股份有限公司,深圳,14000,3-5年,本科
2001,java开发工程师,北京新桥技术发展有限公司,北京,8000,不限,本科
2002,java开发工程师,广东百德朗科技有限公司,广州,10000,3-5年,本科
2003,java开发工程师,德科信息有限公司,深圳,15000,3-5年,本科
2004,java开发工程师,精程（上海）网络科技有限公司,上海,10000,1-3年,本科
2005,高级java开发工程师,建信金融科技有限责任公司,深圳,30000,5-10年,本科
2006,java开发工程师,绿城科技产业服务集团有限公司,杭州,10000,1-3年,本科
2007,java高级开发工程师,北京君禾世纪科技有限公司,北京,20000,5-10年,本科
2008,高级java开发工程师,金蝶软件（中国）有限公司,深圳,25000,5-10年,本科
2009,java开发工程师,深圳乐言科技有限公司,深圳,8000,不限,本科
2010,高级java开发工程师,深圳市领星网络科技有限公司,深圳,30000,3-5年,本科
2011,java开发工程师,深圳市小赢科技有限责任公司,深圳,12000,1-3年,本科
2012,java高级开发工程师,北京中电博亚科技有限公司,北京,25000,5-10年,本科
2013,java开发工程师,北京美摄网络科技有限公司,北京,15000,3-5年,本科
2014,java开发工程师,智库人工智能科技（广州）有限公司,广州,15000,3-5年,本科
2015,java开发工程师,创新奇智（北京）科技有限公司,北京,15000,5-10年,本科
2016,java开发工程师,平安付智能技术有限公司,上海,15000,3-5年,本科
2017,高级java开发工程师,广州宸祺出行科技有限公司,广州,20000,5-10年,本科
2018,JAVA开发工程师,北京泛为信息科技有限公司,上海,15000,1-3年,本科
2019,JAVA开发工程师,天翼云科技有限公司,广州,15000,5-10年,本科
2020,java开发工程师,深圳市睿服科技有限公司,上海,10000,3-5年,本科
2021,Java开发工程师,京北方信息技术股份有限公司,成都,11000,3-5年,本科
2022,高级java开发工程师,锋泾（中国）建材集团有限公司,上海,25000,5-10年,大专
2023,Java开发工程师,完美世界（北京）软件科技发展有限公司,北京,15000,1-3年,本科
2024,java开发工程师,京北方信息技术股份有限公司,西安,8000,3-5年,本科
2025,Java开发工程师,京北方信息技术股份有限公司,深圳,12000,不限,本科
2026,Java开发工程师,深圳市小赢科技有限责任公司,深圳,10000,不限,本科
2027,Java开发工程师,北京臻盛网络技术有限公司,北京,20000,3-5年,本科
2028,java高级开发工程师,上海事成软件股份有限公司,苏州,10000,1-3年,大专
2029,Java开发工程师,北京新微科技有限公司,北京,15000,3-5年,本科
2030,java开发工程师,上海翼多信息咨询有限公司,上海,15000,3-5年,本科
2031,java开发工程师,广东智源信息技术有限公司,广州,8000,1年以下,本科
2032,java高级开发工程师,中教畅享（北京）科技有限公司,北京,30000,3-5年,本科
2033,Java开发工程师,亚信科技（中国）有限公司,北京,15000,不限,本科
2034,java开发工程师,上海零与壹软件有限公司,上海,8000,不限,本科
2035,java高级开发工程师,北京鲸灵数据科技有限公司,北京,25000,5-10年,本科
2036,java开发工程师,维恩贝特科技有限公司,深圳,15000,5-10年,本科
2037,Java,深圳市汇合发展有限公司,杭州,12000,3-5年,本科
2038,高级java开发工程师,深圳市移卡科技有限公司,深圳,20000,5-10年,本科
2039,java高级开发工程师,中华联合财产保险股份有限公司,杭州,20000,5-10年,本科
2040,java开发工程师,中华联合财产保险股份有限公司,杭州,10000,不限,本科
2041,java高级开发工程师,格尔软件股份有限公司,上海,20000,5-10年,本科
2042,Java高级开发工程师,上海瑛麒动漫科技有限公司,厦门,15000,5-10年,本科
2043,Java开发工程师,北京新微科技有限公司,廊坊,8000,3-5年,本科
2044,java工程师,上海荆桂智能科技有限公司,上海,10000,1-3年,本科
2045,JAVA高级开发工程师,杭州绿云科技有限公司,杭州,15000,3-5年,本科
2046,java开发工程师,北京鲸榄网络科技有限公司,北京,15000,5-10年,本科
2047,java开发工程师,杭州城市大脑有限公司,杭州,10000,1-3年,本科
2048,java高级开发工程师,杭州米友圈科技有限公司,杭州,18000,3-5年,本科
2049,java开发工程师,杭州觅睿科技股份有限公司,杭州,12000,3-5年,本科
2050,java开发工程师,算话智能科技有限公司,上海,9000,1-3年,本科
2051,Java开发工程师,上海文景信息科技有限公司,北京,12000,3-5年,本科
2052,Java开发工程师,深圳领域天马网络有限公司,深圳,11000,3-5年,大专
2053,java开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2054,java开发工程师,北京外企德科人力资源服务上海有限公司,上海,12000,不限,本科
2055,java开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2056,java开发工程师,科锐尔人力资源服务（苏州）有限公司,西安,15000,不限,本科
2057,java开发工程师,科锐尔人力资源服务（苏州）有限公司,西安,15000,1-3年,本科
2058,java开发工程师,正德人力资源股份有限公司,无锡,13000,1-3年,本科
2059,java高级开发工程师,成都先胜信息科技有限公司,成都,13000,3-5年,本科
2060,高级java开发工程师,前锦网络信息技术（上海）有限公司北京分公司,上海,25000,5-10年,本科
2061,java开发工程师,正德人力资源股份有限公司,上海,15000,1-3年,本科
2062,java开发工程师,北京拉勾网络技术有限公司,北京,18000,3-5年,本科
2063,Java开发工程师,江苏知了信息科技有限公司,常州,12000,3-5年,本科
